id,sku,name,brand,category_1,category_2,variant,price,quantity,gtin,image,description,color,size,material,gender,condition,rating_value,rating_count,mpn
JEANS-005,JEANS-005-BLU-32,Slim Fit Denim Jeans,Levi's,Apparel,Trousers,Blue / 32,59.99,20,01234567890133,/images/jeans-blue.jpg,"Slim-fit five-pocket denim jeans with natural indigo wash fading, durable copper rivets, and a comfortable touch of stretch.",Blue,32,98% Cotton 2% Elastane,men,new,4.4,587,LEV-SFJ-32
JEANS-005,JEANS-005-BLU-34,Slim Fit Denim Jeans,Levi's,Apparel,Trousers,Blue / 34,59.99,25,01234567890134,/images/jeans-blue.jpg,"Slim-fit five-pocket denim jeans with natural indigo wash fading, durable copper rivets, and a comfortable touch of stretch.",Blue,34,98% Cotton 2% Elastane,men,new,4.4,587,LEV-SFJ-34
JEANS-005,JEANS-005-BLK-32,Slim Fit Denim Jeans,Levi's,Apparel,Trousers,Black / 32,59.99,30,01234567890135,/images/jeans-black.jpg,"Slim-fit five-pocket denim jeans with natural indigo wash fading, durable copper rivets, and a comfortable touch of stretch.",Black,32,98% Cotton 2% Elastane,men,new,4.4,587,LEV-SFJ-BK32
CHINO-006,CHINO-006-BEI-32,Tailored Chino Trousers,Dockers,Apparel,Trousers,Beige / 32,69.99,30,01234567890136,/images/chino-beige.jpg,"Slim-tapered tailored chinos crafted in washed soft cotton twill weave, featuring natural stretch, back welt pockets, and clean flat front.",Beige,32,97% Brushed Twill Cotton,men,new,4.2,194,DOC-CT-BE32
CHINO-006,CHINO-006-NVY-34,Tailored Chino Trousers,Dockers,Apparel,Trousers,Navy / 34,69.99,25,01234567890137,/images/chino-navy.jpg,"Slim-tapered tailored chinos crafted in washed soft cotton twill weave, featuring natural stretch, back welt pockets, and clean flat front.",Navy,34,97% Brushed Twill Cotton,men,new,4.2,194,DOC-CT-NV34
SHORTS-007,SHORTS-007-KHA-32,Everyday Utility Shorts,Patagonia,Apparel,Shorts,Khaki / 32,49.99,32,01234567890138,/images/shorts-khaki.jpg,"Rugged lightweight utility shorts in weather-resistant recycled nylon twill, featuring secure snap pockets and a comfortable active waist.",Khaki,32,100% Recycled Nylon,unisex,new,4.5,215,PAT-EUS-K32
SHORTS-007,SHORTS-007-BLK-34,Everyday Utility Shorts,Patagonia,Apparel,Shorts,Black / 34,49.99,28,01234567890139,/images/shorts-black.jpg,"Rugged lightweight utility shorts in weather-resistant recycled nylon twill, featuring secure snap pockets and a comfortable active waist.",Black,34,100% Recycled Nylon,unisex,new,4.5,215,PAT-EUS-B34
SHOE-003,SHOE-003-WHT-42,Urban Street Sneakers,Nike,Footwear,Shoes,White / 42,89.99,10,01234567890140,/images/sneakers-white.jpg,"Minimalist low-profile street sneakers featuring a full-grain leather upper, mesh lining, cushioned EVA midsole, and high-grip rubber outsole.",White,42,Full-Grain Leather & Mesh,unisex,new,4.7,892,NIK-USK-W42
SHOE-003,SHOE-003-WHT-43,Urban Street Sneakers,Nike,Footwear,Shoes,White / 43,89.99,12,01234567890141,/images/sneakers-white.jpg,"Minimalist low-profile street sneakers featuring a full-grain leather upper, mesh lining, cushioned EVA midsole, and high-grip rubber outsole.",White,43,Full-Grain Leather & Mesh,unisex,new,4.7,892,NIK-USK-W43
SHOE-003,SHOE-003-BLK-42,Urban Street Sneakers,Nike,Footwear,Shoes,Black / 42,89.99,8,01234567890142,/images/sneakers-black.jpg,"Minimalist low-profile street sneakers featuring a full-grain leather upper, mesh lining, cushioned EVA midsole, and high-grip rubber outsole.",Black,42,Full-Grain Leather & Mesh,unisex,new,4.7,892,NIK-USK-B42
SHOE-003,SHOE-003-BLK-43,Urban Street Sneakers,Nike,Footwear,Shoes,Black / 43,89.99,12,01234567890143,/images/sneakers-black.jpg,"Minimalist low-profile street sneakers featuring a full-grain leather upper, mesh lining, cushioned EVA midsole, and high-grip rubber outsole.",Black,43,Full-Grain Leather & Mesh,unisex,new,4.7,892,NIK-USK-B43
BOOT-010,BOOT-010-BLK-42,Leather Chelsea Boots,Dr. Martens,Footwear,Boots,Black / 42,189.00,8,01234567890144,/images/boots-black.jpg,"Sleek classic Chelsea boots in oil-tanned top-grain leather with elastic side panels, Goodyear welt stitching, and comfortable cushioned soles.",Black,42,Top-Grain Waxed Leather,unisex,new,4.8,673,DRM-LCB-B42
BOOT-010,BOOT-010-BRN-43,Leather Chelsea Boots,Dr. Martens,Footwear,Boots,Brown / 43,189.00,6,01234567890145,/images/boots-brown.jpg,"Sleek classic Chelsea boots in oil-tanned top-grain leather with elastic side panels, Goodyear welt stitching, and comfortable cushioned soles.",Brown,43,Top-Grain Waxed Leather,unisex,new,4.8,673,DRM-LCB-BR43
SANDAL-011,SANDAL-011-BRN-41,Cork Footbed Sandals,Birkenstock,Footwear,Sandals,Brown / 41,99.99,15,01234567890146,/images/sandals-brown.jpg,Ergonomic cork-latex footbed slide sandals with dual adjustable oiled-leather straps and deep heel cup support.,Brown,41,Oiled Leather & Cork,unisex,new,4.6,348,BIR-CFS-BR41
SANDAL-011,SANDAL-011-BLK-42,Cork Footbed Sandals,Birkenstock,Footwear,Sandals,Black / 42,99.99,14,01234567890147,/images/sandals-black.jpg,Ergonomic cork-latex footbed slide sandals with dual adjustable oiled-leather straps and deep heel cup support.,Black,42,Oiled Leather & Cork,unisex,new,4.6,348,BIR-CFS-BK42
WATCH-012,WATCH-012-SLV,Silver Chronograph Watch,Seiko,Accessories,Watches,Silver,249.00,7,01234567890148,/images/watch-silver.jpg,"Polished stainless steel mechanical chronograph watch with three detailed sub-dials, date window, and scratch-resistant crystal face.",Silver,One Size,Stainless Steel,men,new,4.7,289,SEI-SCW-SLV
ACC-004,ACC-004-GLD,Classic Gold Watch,Casio,Accessories,Watches,Gold,120.00,15,01234567890149,/images/watch-gold.png,"Timeless gold-plated minimalist wristwatch featuring an analog sweep second hand, quartz movement, and premium case detailing.",Gold,One Size,Gold-Plated Stainless Steel,unisex,new,4.5,221,CAS-GW-GLD
ACC-005,ACC-005-BLK,Premium Leather Belt,Gucci,Accessories,Belts,Black,150.00,5,01234567890150,/images/belt-black.jpg,"Luxurious hand-finished leather belt crafted in rich calfskin, featuring a double-ring metal buckle and durable edge-stitch detailing.",Black,One Size,100% Genuine Calfskin,men,new,4.8,156,GUC-PLB-BLK
ACC-005,ACC-005-BRN,Premium Leather Belt,Gucci,Accessories,Belts,Brown,150.00,8,01234567890151,/images/belt-brown.jpg,"Luxurious hand-finished leather belt crafted in rich calfskin, featuring a double-ring metal buckle and durable edge-stitch detailing.",Brown,One Size,100% Genuine Calfskin,men,new,4.8,156,GUC-PLB-BRN
BAG-013,BAG-013-BLK,Pebbled Crossbody Bag,Coach,Accessories,Bags,Black,229.00,11,01234567890152,/images/bag-black.jpg,Sleek crossbody handbag in rich pebbled calf leather featuring matching adjustable shoulder strap and polished metal buckle closures.,Black,One Size,Pebbled Calf Leather,women,new,4.6,402,COA-PCB-BLK
BAG-013,BAG-013-BRN,Pebbled Crossbody Bag,Coach,Accessories,Bags,Brown,229.00,9,01234567890153,/images/bag-brown.jpg,Sleek crossbody handbag in rich pebbled calf leather featuring matching adjustable shoulder strap and polished metal buckle closures.,Brown,One Size,Pebbled Calf Leather,women,new,4.6,402,COA-PCB-BRN
WALLET-014,WALLET-014-BLK,Bifold Leather Wallet,Tommy Hilfiger,Accessories,Wallets,Black,79.00,40,01234567890154,/images/wallet-black.jpg,"Classic slim-structured bifold leather wallet in top-grain calfskin, featuring multiple card slots, bill compartment, and built-in RFID blocker.",Black,One Size,100% Genuine Bovine Leather,men,new,4.4,521,TOM-BLW-BLK
WALLET-014,WALLET-014-BRN,Bifold Leather Wallet,Tommy Hilfiger,Accessories,Wallets,Brown,79.00,35,01234567890155,/images/wallet-brown.jpg,"Classic slim-structured bifold leather wallet in top-grain calfskin, featuring multiple card slots, bill compartment, and built-in RFID blocker.",Brown,One Size,100% Genuine Bovine Leather,men,new,4.4,521,TOM-BLW-BRN
BACKPACK-015,BACKPACK-015-GRY,Urban Travel Backpack,Herschel,Accessories,Bags,Grey,129.00,16,01234567890156,/images/backpack-grey.jpg,"Robust urban travel pack in weather-resistant poly twill, featuring padded protective laptop sleeve and secure buckle closures.",Grey,One Size,600D Weatherproof Poly,unisex,new,4.7,592,HER-UTB-GRY
BACKPACK-015,BACKPACK-015-BLK,Urban Travel Backpack,Herschel,Accessories,Bags,Black,129.00,12,01234567890157,/images/backpack-black.jpg,"Robust urban travel pack in weather-resistant poly twill, featuring padded protective laptop sleeve and secure buckle closures.",Black,One Size,600D Weatherproof Poly,unisex,new,4.7,592,HER-UTB-BLK
RUNNER-016,RUNNER-016-BLK-42,Primeknit Running Shoes,Adidas,Footwear,Shoes,Black / 42,119.99,20,01234567890158,/images/runner-black.jpg,High-performance running shoes crafted in breathable Primeknit mesh with responsive foam cushioning and high-grip rubber outsole.,Black,42,Recycled Primeknit Mesh,unisex,new,4.5,463,ADI-PRS-B42
RUNNER-016,RUNNER-016-BLK-43,Primeknit Running Shoes,Adidas,Footwear,Shoes,Black / 43,119.99,16,01234567890159,/images/runner-black.jpg,High-performance running shoes crafted in breathable Primeknit mesh with responsive foam cushioning and high-grip rubber outsole.,Black,43,Recycled Primeknit Mesh,unisex,new,4.5,463,ADI-PRS-B43
SWEATER-017,SWEATER-017-BEI-M,Beige Knit Sweater,Everlane,Apparel,Knitwear,Beige / M,89.99,25,01234567890160,/images/sweater-beige.jpg,Relaxed slouchy knit sweater crafted from a premium merino wool blend. Features a cozy ribbed crewneck and drop shoulders for an elegant drape.,Beige,M,80% Merino Wool 20% Nylon,unisex,new,4.7,124,EVE-BKS-M
SWEATER-017,SWEATER-017-BEI-L,Beige Knit Sweater,Everlane,Apparel,Knitwear,Beige / L,89.99,25,01234567890161,/images/sweater-beige.jpg,Relaxed slouchy knit sweater crafted from a premium merino wool blend. Features a cozy ribbed crewneck and drop shoulders for an elegant drape.,Beige,L,80% Merino Wool 20% Nylon,unisex,new,4.7,124,EVE-BKS-L
SKIRT-018,SKIRT-018-PLA-S,Plaid Pleated Skirt,Zara,Apparel,Skirts,Plaid / S,49.99,25,01234567890162,/images/skirt-plaid.jpg,High-waisted pleated skirt featuring a classic heritage plaid check pattern. Crafted in structured woven wool blend fabric with side zip closure.,Plaid,S,60% Wool 40% Polyester,women,new,4.4,98,ZAR-PPS-S
SKIRT-018,SKIRT-018-PLA-M,Plaid Pleated Skirt,Zara,Apparel,Skirts,Plaid / M,49.99,25,01234567890163,/images/skirt-plaid.jpg,High-waisted pleated skirt featuring a classic heritage plaid check pattern. Crafted in structured woven wool blend fabric with side zip closure.,Plaid,M,60% Wool 40% Polyester,women,new,4.4,98,ZAR-PPS-M
BLAZER-019,BLAZER-019-BRO-M,Structured Wool Blazer,Mango,Apparel,Jackets,Brown / M,149.99,25,01234567890164,/images/blazer-wool.jpg,"Tailored double-breasted blazer in a luxurious brushed wool blend. Designed with defined structured shoulders, peak lapels, and tortoiseshell buttons.",Brown,M,70% Wool 30% Viscose,women,new,4.6,83,MAN-SWB-M
BLAZER-019,BLAZER-019-BRO-L,Structured Wool Blazer,Mango,Apparel,Jackets,Brown / L,149.99,25,01234567890165,/images/blazer-wool.jpg,"Tailored double-breasted blazer in a luxurious brushed wool blend. Designed with defined structured shoulders, peak lapels, and tortoiseshell buttons.",Brown,L,70% Wool 30% Viscose,women,new,4.6,83,MAN-SWB-L
TRENCH-020,TRENCH-020-CAM-M,Classic Camel Trench Coat,Burberry,Apparel,Jackets,Camel / M,299.99,25,01234567890166,/images/trench-camel.jpg,"Double-breasted trench coat in water-resistant heavy cotton gabardine. Detailed with buttoned epaulets, adjustable storm flaps, and a matching waist belt.",Camel,M,100% Cotton Gabardine,unisex,new,4.9,156,BUR-CTC-M
TRENCH-020,TRENCH-020-CAM-L,Classic Camel Trench Coat,Burberry,Apparel,Jackets,Camel / L,299.99,25,01234567890167,/images/trench-camel.jpg,"Double-breasted trench coat in water-resistant heavy cotton gabardine. Detailed with buttoned epaulets, adjustable storm flaps, and a matching waist belt.",Camel,L,100% Cotton Gabardine,unisex,new,4.9,156,BUR-CTC-L
SWEATER-021,SWEATER-021-WHI-M,Cable Knit Sweater,Polo Ralph Lauren,Apparel,Knitwear,White / M,120.0,25,01234567890168,/images/sweater-cable.jpg,Traditional heavyweight cable-knit sweater made from ultra-soft organic cotton. Features an authentic chunky fisherman braid texture and thick ribbed trim.,White,M,100% Organic Cotton,unisex,new,4.8,210,PRL-CKS-M
SWEATER-021,SWEATER-021-WHI-L,Cable Knit Sweater,Polo Ralph Lauren,Apparel,Knitwear,White / L,120.0,25,01234567890169,/images/sweater-cable.jpg,Traditional heavyweight cable-knit sweater made from ultra-soft organic cotton. Features an authentic chunky fisherman braid texture and thick ribbed trim.,White,L,100% Organic Cotton,unisex,new,4.8,210,PRL-CKS-L
DRESS-022,DRESS-022-FLO-S,Floral Summer Dress,H&M,Apparel,Dresses,Floral / S,39.99,25,01234567890170,/images/dress-floral.jpg,Flowing mid-length summer dress featuring a delicate hand-painted floral pattern. Crafted from breathable airy viscose with adjustable tie shoulder straps.,Floral,S,100% Viscose,women,new,4.3,142,HM-FSD-S
DRESS-022,DRESS-022-FLO-M,Floral Summer Dress,H&M,Apparel,Dresses,Floral / M,39.99,25,01234567890171,/images/dress-floral.jpg,Flowing mid-length summer dress featuring a delicate hand-painted floral pattern. Crafted from breathable airy viscose with adjustable tie shoulder straps.,Floral,M,100% Viscose,women,new,4.3,142,HM-FSD-M
CARGO-023,CARGO-023-KHA-32,Cargo Utility Pants,Carhartt WIP,Apparel,Trousers,Khaki / 32,110.0,25,01234567890172,/images/cargo-khaki.jpg,"Rugged cargo pants cut in a modern relaxed taper from heavy cotton ripstop. Features double-reinforced knees, deep side bellows utility pockets, and adjustable hems.",Khaki,32,100% Cotton Ripstop,men,new,4.5,188,CAR-CUP-32
CARGO-023,CARGO-023-KHA-34,Cargo Utility Pants,Carhartt WIP,Apparel,Trousers,Khaki / 34,110.0,25,01234567890173,/images/cargo-khaki.jpg,"Rugged cargo pants cut in a modern relaxed taper from heavy cotton ripstop. Features double-reinforced knees, deep side bellows utility pockets, and adjustable hems.",Khaki,34,100% Cotton Ripstop,men,new,4.5,188,CAR-CUP-34
CARDIGAN-024,CARDIGAN-024-GRE-M,Cozy Knit Cardigan,Oak + Fort,Apparel,Knitwear,Grey / M,79.99,25,01234567890174,/images/cardigan-grey.jpg,Open-front oversized longline cardigan knitted in super-soft mohair blend wool. Detailed with two roomy front patch pockets and elegant ribbed cuffs.,Grey,M,50% Mohair 30% Acrylic 20% Wool,women,new,4.2,75,OAK-CKC-M
CARDIGAN-024,CARDIGAN-024-GRE-L,Cozy Knit Cardigan,Oak + Fort,Apparel,Knitwear,Grey / L,79.99,25,01234567890175,/images/cardigan-grey.jpg,Open-front oversized longline cardigan knitted in super-soft mohair blend wool. Detailed with two roomy front patch pockets and elegant ribbed cuffs.,Grey,L,50% Mohair 30% Acrylic 20% Wool,women,new,4.2,75,OAK-CKC-L
POLO-025,POLO-025-BLU-M,Knit Polo Shirt,Fred Perry,Apparel,Shirts,Blue / M,95.0,25,01234567890176,/images/polo-knit.jpg,"Retro-style short sleeve knit polo shirt in dynamic textured piqué cotton stitch. Designed with a clean flat collar, three-button placket, and ribbed hem.",Blue,M,100% Pique Cotton,men,new,4.6,119,FRE-KPS-M
POLO-025,POLO-025-BLU-L,Knit Polo Shirt,Fred Perry,Apparel,Shirts,Blue / L,95.0,25,01234567890177,/images/polo-knit.jpg,"Retro-style short sleeve knit polo shirt in dynamic textured piqué cotton stitch. Designed with a clean flat collar, three-button placket, and ribbed hem.",Blue,L,100% Pique Cotton,men,new,4.6,119,FRE-KPS-L
WINDBREAKER-026,WINDBREAKER-026-BLA-M,Sport Windbreaker Jacket,Patagonia,Apparel,Jackets,Black / M,139.0,25,01234567890178,/images/windbreaker-sport.jpg,"Lightweight weather-proof windbreaker jacket engineered from tear-resistant technical nylon. Features adjustable drawcord hood, elasticated cuffs, and reflective piping details.",Black,M,100% Recycled Nylon,unisex,new,4.7,165,PAT-SWJ-M
WINDBREAKER-026,WINDBREAKER-026-BLA-L,Sport Windbreaker Jacket,Patagonia,Apparel,Jackets,Black / L,139.0,25,01234567890179,/images/windbreaker-sport.jpg,"Lightweight weather-proof windbreaker jacket engineered from tear-resistant technical nylon. Features adjustable drawcord hood, elasticated cuffs, and reflective piping details.",Black,L,100% Recycled Nylon,unisex,new,4.7,165,PAT-SWJ-L
OXFORD-027,OXFORD-027-BRO-42,Classic Leather Oxfords,Clarks,Footwear,Shoes,Brown / 42,129.99,25,01234567890180,/images/oxfords-leather.jpg,Timeless formal Oxford dress shoes crafted from hand-burnished Italian calfskin leather. Featuring elegant closed-lace design and a durable Goodyear welted sole.,Brown,42,Italian Calfskin Leather,men,new,4.6,112,CLA-CLO-42
OXFORD-027,OXFORD-027-BRO-43,Classic Leather Oxfords,Clarks,Footwear,Shoes,Brown / 43,129.99,25,01234567890181,/images/oxfords-leather.jpg,Timeless formal Oxford dress shoes crafted from hand-burnished Italian calfskin leather. Featuring elegant closed-lace design and a durable Goodyear welted sole.,Brown,43,Italian Calfskin Leather,men,new,4.6,112,CLA-CLO-43
HEELS-028,HEELS-028-RED-38,Red Velvet Stiletto Heels,Steve Madden,Footwear,Shoes,Red / 38,99.0,25,01234567890182,/images/heels-red.jpg,Seductive pointed-toe stiletto pump heels wrapped in luxurious deep crimson velvet. Finished with a cushioned leather insole and slim 4-inch heel structure.,Red,38,Velvet Upper & Leather Sole,women,new,4.5,94,STE-RVS-38
HEELS-028,HEELS-028-RED-39,Red Velvet Stiletto Heels,Steve Madden,Footwear,Shoes,Red / 39,99.0,25,01234567890183,/images/heels-red.jpg,Seductive pointed-toe stiletto pump heels wrapped in luxurious deep crimson velvet. Finished with a cushioned leather insole and slim 4-inch heel structure.,Red,39,Velvet Upper & Leather Sole,women,new,4.5,94,STE-RVS-39
LOAFER-029,LOAFER-029-TAN-42,Suede Penny Loafers,G.H. Bass,Footwear,Shoes,Tan / 42,140.0,25,01234567890184,/images/loafers-suede.jpg,"Refined slip-on penny loafers in premium water-repellent English suede. Built with a moccasin-stitched toe, traditional strap detail, and flexible leather outsole.",Tan,42,English Suede Leather,men,new,4.5,135,GHB-SPL-42
LOAFER-029,LOAFER-029-TAN-43,Suede Penny Loafers,G.H. Bass,Footwear,Shoes,Tan / 43,140.0,25,01234567890185,/images/loafers-suede.jpg,"Refined slip-on penny loafers in premium water-repellent English suede. Built with a moccasin-stitched toe, traditional strap detail, and flexible leather outsole.",Tan,43,English Suede Leather,men,new,4.5,135,GHB-SPL-43
HIKING-030,HIKING-030-BRO-42,Leather Hiking Boots,Timberland,Footwear,Boots,Brown / 42,169.99,25,01234567890186,/images/hiking-boots.jpg,Heavy-duty outdoor hiking boots built with waterproof nubuck leather upper and durable metal D-ring speed lacing. Grounded by a heavy-lug Vibram rubber tread.,Brown,42,Nubuck Leather & Vibram Rubber,unisex,new,4.8,247,TIM-LHB-42
HIKING-030,HIKING-030-BRO-43,Leather Hiking Boots,Timberland,Footwear,Boots,Brown / 43,169.99,25,01234567890187,/images/hiking-boots.jpg,Heavy-duty outdoor hiking boots built with waterproof nubuck leather upper and durable metal D-ring speed lacing. Grounded by a heavy-lug Vibram rubber tread.,Brown,43,Nubuck Leather & Vibram Rubber,unisex,new,4.8,247,TIM-LHB-43
SLIPPER-031,SLIPPER-031-BEI-40,Cozy Shearling Slippers,UGG,Footwear,Shoes,Beige / 40,89.99,25,01234567890188,/images/slippers-shearling.jpg,Luxurious indoor slippers crafted from ultra-soft suede lined with genuine Australian shearling sheepskin for ultimate warmth and plush underfoot comfort.,Beige,40,Suede & Australian Shearling,unisex,new,4.8,312,UGG-CSS-40
SLIPPER-031,SLIPPER-031-BEI-42,Cozy Shearling Slippers,UGG,Footwear,Shoes,Beige / 42,89.99,25,01234567890189,/images/slippers-shearling.jpg,Luxurious indoor slippers crafted from ultra-soft suede lined with genuine Australian shearling sheepskin for ultimate warmth and plush underfoot comfort.,Beige,42,Suede & Australian Shearling,unisex,new,4.8,312,UGG-CSS-42
BROGUE-032,BROGUE-032-TAN-42,Tan Leather Brogues,Cole Haan,Footwear,Shoes,Tan / 42,159.0,25,01234567890190,/images/brogues-tan.jpg,"Smart tan calfskin leather brogue shoes boasting traditional wingtip perforation details, decorative punching, and a robust stacked heel.",Tan,42,Full-Grain Calfskin Leather,men,new,4.6,89,COL-TLB-42
BROGUE-032,BROGUE-032-TAN-43,Tan Leather Brogues,Cole Haan,Footwear,Shoes,Tan / 43,159.0,25,01234567890191,/images/brogues-tan.jpg,"Smart tan calfskin leather brogue shoes boasting traditional wingtip perforation details, decorative punching, and a robust stacked heel.",Tan,43,Full-Grain Calfskin Leather,men,new,4.6,89,COL-TLB-43
CANVAS-033,CANVAS-033-BLA-42,High-Top Canvas Sneakers,Converse,Footwear,Shoes,Black / 42,65.0,25,01234567890192,/images/high-tops.jpg,"Classic high-top canvas sneakers featuring thick double-stitched cotton canvas, protective rubber toe cap, metal eyelets, and vulcanized rubber sole.",Black,42,Cotton Canvas & Vulcanized Rubber,unisex,new,4.7,542,CON-HTC-42
CANVAS-033,CANVAS-033-BLA-43,High-Top Canvas Sneakers,Converse,Footwear,Shoes,Black / 43,65.0,25,01234567890193,/images/high-tops.jpg,"Classic high-top canvas sneakers featuring thick double-stitched cotton canvas, protective rubber toe cap, metal eyelets, and vulcanized rubber sole.",Black,43,Cotton Canvas & Vulcanized Rubber,unisex,new,4.7,542,CON-HTC-43
SANDAL-034,SANDAL-034-BLA-42,Sport Utility Sandals,Teva,Footwear,Sandals,Black / 42,75.0,25,01234567890194,/images/sandals-sport.jpg,"All-terrain sports utility sandals designed with triple hook-and-loop adjustable webbing straps, contoured EVA footbed, and high-traction rubber tread.",Black,42,Recycled Polyester Webbing,unisex,new,4.5,178,TEV-SUS-42
SANDAL-034,SANDAL-034-BLA-43,Sport Utility Sandals,Teva,Footwear,Sandals,Black / 43,75.0,25,01234567890195,/images/sandals-sport.jpg,"All-terrain sports utility sandals designed with triple hook-and-loop adjustable webbing straps, contoured EVA footbed, and high-traction rubber tread.",Black,43,Recycled Polyester Webbing,unisex,new,4.5,178,TEV-SUS-43
DERBY-035,DERBY-035-BLA-42,Classic Derby Shoes,Ecco,Footwear,Shoes,Black / 42,139.0,25,01234567890196,/images/derby-shoes.jpg,"Smart casual Derby shoes featuring a clean open-lacing profile in smooth box-calf leather, complete with comfortable padded collar and micro-foam insole.",Black,42,Box-Calf Leather Upper,men,new,4.4,105,ECC-CDS-42
DERBY-035,DERBY-035-BLA-43,Classic Derby Shoes,Ecco,Footwear,Shoes,Black / 43,139.0,25,01234567890197,/images/derby-shoes.jpg,"Smart casual Derby shoes featuring a clean open-lacing profile in smooth box-calf leather, complete with comfortable padded collar and micro-foam insole.",Black,43,Box-Calf Leather Upper,men,new,4.4,105,ECC-CDS-43
RAIN-036,RAIN-036-YEL-41,Waterproof Rain Boots,Hunter,Footwear,Boots,Yellow / 41,115.0,25,01234567890198,/images/rain-boots.jpg,"Bright classic waterproof rain boots manufactured in heavy-duty natural vulcanized rubber, offering a deep tread and comfortable jersey fabric inner lining.",Yellow,41,100% Natural Rubber,unisex,new,4.6,192,HUN-WRB-41
RAIN-036,RAIN-036-YEL-42,Waterproof Rain Boots,Hunter,Footwear,Boots,Yellow / 42,115.0,25,01234567890199,/images/rain-boots.jpg,"Bright classic waterproof rain boots manufactured in heavy-duty natural vulcanized rubber, offering a deep tread and comfortable jersey fabric inner lining.",Yellow,42,100% Natural Rubber,unisex,new,4.6,192,HUN-WRB-42
SCARF-037,SCARF-037-GRE-GRY,Soft Wool Scarf,Acne Studios,Accessories,Scarves,Grey,180.0,25,01234567890200,/images/scarf-wool.jpg,"Luxurious knit scarf woven from extra-fine baby alpaca wool, featuring elegant fringed borders and a generous length for versatile winter styling.",Grey,One Size,100% Alpaca Wool,unisex,new,4.7,64,ACN-SWS-GRY
